ResponseId,willingness,scenario,safety_post,safety_pre,scenario_complexity,scenario_scenario,EXPLN_S1,EXPLN_S2,EXPLN_S3,age,gender,education,previous_medical_research,medical_job,combined_IoT_Experience,combined_Medical_Experience,combined_CS_Experience
R_5q7U6vL11IOQUg1,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Untechnical,Prevents,25-34,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_5qeA5rDpsCuN6Oc,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Untechnical,Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_5t5ueMdl9QcZ6MS,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Technical,No Prevents,25-34,Female NB or SD,High school or below,TRUE,FALSE,TRUE,TRUE,TRUE
R_5yBWzDmzT3dB4Zz,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Untechnical,Prevents,35-44,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_60OGVrBny8Sa4JF,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Untechnical,Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_60PAc33tSeOOzpn,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Technical,No Prevents,25-34,Male,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,FALSE
R_60Y8XxjLL58tyZR,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Technical,Prevents,18-24,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_614vEAnRHNj1aUu,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Untechnical,No Prevents,45+,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_63BcWe4m0WrHlcJ,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Untechnical,No Prevents,25-34,Male,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE
R_63jqa64fVKoMes6,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Technical,No Prevents,35-44,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_648Z8k4ntpFt0LO,Definitely would,IoTComplex,Somewhat safe,Completely safe,Complex,IoT,Trust,Untechnical,No Prevents,25-34,Male,Bachelor or Graduate degree,TRUE,TRUE,TRUE,TRUE,TRUE
R_649zPYu0NTYt1Ch,Maybe would,IoTComplex,Completely safe,Somewhat safe,Complex,IoT,Trust,Untechnical,No Prevents,35-44,Male,Bachelor or Graduate degree,TRUE,FALSE,FALSE,TRUE,TRUE
R_65TS7u42BidpYMb,Would not,IoTComplex,Completely safe,Completely safe,Complex,IoT,Trust,Technical,Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_67IgIuTMdCi85ct,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Technical,Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_6AF79SpUtgBc1X3,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Untechnical,Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_6AXLRIBb9mxCmJO,Would not,IoTComplex,Somewhat safe,Not at all safe,Complex,IoT,Trust,Untechnical,Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,TRUE
R_6Avm5PtXQQJeNm9,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Untechnical,No Prevents,25-34,Male,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE
R_6BbKgTP0fPO1tSu,Would not,IoTComplex,Not at all safe,Not at all safe,Complex,IoT,Trust,Technical,Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_6BmTZP291r3d0Wc,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Technical,Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_6BwEcvXvAncvHgP,Definitely would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Technical,Prevents,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_6CWeQAEJAAx6uRi,Would not,IoTComplex,Somewhat safe,Not at all safe,Complex,IoT,Unsubstantial,Untechnical,Prevents,25-34,Prefer not to say,Prefer not to say,FALSE,FALSE,TRUE,FALSE,FALSE
R_6GxMjiI4QrqqYl3,Definitely would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Technical,No Prevents,18-24,Female NB or SD,Bachelor or Graduate degree,TRUE,TRUE,TRUE,TRUE,TRUE
R_6JWOWOpqU55zneh,Definitely would,IoTComplex,Completely safe,Completely safe,Complex,IoT,Hardware,Untechnical,Prevents,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,TRUE,TRUE,TRUE,TRUE
R_6LCdBuhofbHagOr,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Technical,Prevents,45+,Male,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,TRUE
R_6LiiJYglqGp76UZ,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Untechnical,Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,TRUE,TRUE,TRUE,TRUE,FALSE
R_6MGTD189zL5JnFh,Would not,IoTComplex,Completely safe,Completely safe,Complex,IoT,Trust,Technical,Prevents,45+,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_6Nh50bmZSZGiZjo,Maybe would,IoTComplex,Not at all safe,Not at all safe,Complex,IoT,Hardware,Untechnical,No Prevents,35-44,Male,High school or below,TRUE,FALSE,TRUE,TRUE,FALSE
R_6OjGbDFuN2xQ0Pi,Maybe would,IoTComplex,Somewhat safe,Completely safe,Complex,IoT,Trust,Technical,No Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_6Ok9Iy37g5CfGtZ,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Untechnical,No Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE
R_6RWXdRxaFpTBDK7,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Technical,No Prevents,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE
R_6RlIZHvChCY8eYB,Would not,IoTComplex,Not at all safe,Not at all safe,Complex,IoT,Unsubstantial,Untechnical,No Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_6RmweMJuMuFddUb,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Untechnical,Prevents,18-24,Male,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE
R_6SRfLfdOaqOsyuR,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Technical,No Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_6TX4vEhzHz1CkH7,Maybe would,IoTComplex,Somewhat safe,Completely safe,Complex,IoT,Trust,Untechnical,Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,TRUE
R_6VxBhftI46zCaIM,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Technical,No Prevents,45+,Male,Bachelor or Graduate degree,FALSE,TRUE,FALSE,TRUE,TRUE
R_6YPu3Zpomps1A8z,Definitely would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Technical,No Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,TRUE,FALSE,FALSE,TRUE,FALSE
R_6aylsM8uKtaGKrw,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Technical,Prevents,45+,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_6cQlgLqUGVFHinf,Would not,IoTComplex,Not at all safe,Somewhat safe,Complex,IoT,Hardware,Technical,No Prevents,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_6cTAeUvPfEsJk6C,Definitely would,IoTComplex,Completely safe,Completely safe,Complex,IoT,Unsubstantial,Technical,Prevents,45+,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_6cuzQZ7m3I5eqUU,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Untechnical,No Prevents,18-24,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_6dYRBMv39AUljUy,Definitely would,IoTComplex,Completely safe,Completely safe,Complex,IoT,Trust,Technical,Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_6eQPhDe7ldiTKzX,Maybe would,IoTComplex,Completely safe,Completely safe,Complex,IoT,Unsubstantial,Technical,Prevents,45+,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_6fDlkDG2pdetNK1,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Technical,No Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_6kWPuLu4KIzMx5n,Maybe would,IoTComplex,Completely safe,Somewhat safe,Complex,IoT,Hardware,Technical,No Prevents,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_6kh3QCa4kpS6VSe,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Technical,No Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_6kp0GuiXXMIdvCV,Maybe would,IoTComplex,Completely safe,Completely safe,Complex,IoT,Unsubstantial,Technical,No Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_6mA6wacQ44aPejD,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Untechnical,No Prevents,25-34,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_6mK7lKOFUDs35Ia,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Technical,No Prevents,45+,Female NB or SD,High school or below,TRUE,FALSE,TRUE,TRUE,FALSE
R_6nVFYpV0TFumzCj,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Untechnical,Prevents,45+,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_6oxq0RzEkQbcpq1,Maybe would,IoTComplex,Somewhat safe,Completely safe,Complex,IoT,Unsubstantial,Technical,Prevents,18-24,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_6pMihip2gvWByZE,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Technical,Prevents,25-34,Male,Bachelor or Graduate degree,TRUE,TRUE,TRUE,TRUE,FALSE
R_6ruEloTJwgmS2ym,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Untechnical,Prevents,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,TRUE
R_6saNu6lNoUm2i2f,Definitely would,IoTComplex,Completely safe,Completely safe,Complex,IoT,Hardware,Technical,No Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_6tW2uDEcMQJAb4J,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Untechnical,No Prevents,45+,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,TRUE
R_6toA7Bt3TlZl6Q9,Maybe would,IoTComplex,Completely safe,Somewhat safe,Complex,IoT,Hardware,Untechnical,No Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_6w1y8i1rZnWdpmt,Maybe would,IoTComplex,Completely safe,Somewhat safe,Complex,IoT,Trust,Technical,No Prevents,25-34,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_6wNVdDQjSYAcZac,Would not,IoTComplex,Not at all safe,Not at all safe,Complex,IoT,Trust,Technical,Prevents,25-34,Male,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,TRUE
R_6wkibX0jJGvDQyZ,Definitely would,IoTComplex,Somewhat safe,Completely safe,Complex,IoT,Hardware,Untechnical,Prevents,18-24,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_70SIg23NLBVBEcr,Definitely would,IoTComplex,Somewhat safe,Completely safe,Complex,IoT,Hardware,Technical,No Prevents,25-34,Male,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,TRUE
R_71HOVlxpzv786TR,Definitely would,IoTComplex,Completely safe,Completely safe,Complex,IoT,Trust,Untechnical,No Prevents,25-34,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_71IcgNmBTjuFyHn,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Untechnical,No Prevents,35-44,Female NB or SD,High school or below,TRUE,FALSE,TRUE,TRUE,FALSE
R_72RVfy94iFgyB69,Maybe would,IoTComplex,Completely safe,Completely safe,Complex,IoT,Unsubstantial,Untechnical,Prevents,45+,Female NB or SD,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,TRUE
R_72mMEGi2XxyYFYr,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Technical,No Prevents,45+,Female NB or SD,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE
R_741MmmumMLArAQI,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Technical,No Prevents,35-44,Female NB or SD,High school or below,FALSE,TRUE,TRUE,TRUE,FALSE
R_77m0rSeCV22k1UI,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Untechnical,No Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_7E5ivAIrluCdIfT,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Untechnical,Prevents,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_7Ep3sI1QjXsCOqP,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Technical,No Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,TRUE,FALSE,FALSE,TRUE,TRUE
R_7FQbZ79xiwV5gkH,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Technical,Prevents,35-44,Male,Prefer not to say,FALSE,FALSE,TRUE,FALSE,FALSE
R_7FdC1UWcnfcvgzv,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Technical,No Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_7GfzXGpIUq96GV4,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Technical,Prevents,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_7Gyqz2vhaJMqk6J,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Technical,No Prevents,18-24,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_7IQ31CAJ3Gg5Ca9,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Untechnical,No Prevents,18-24,Female NB or SD,Bachelor or Graduate degree,FALSE,TRUE,TRUE,TRUE,FALSE
R_7IlQlofOXrEJCcT,Would not,IoTComplex,Somewhat safe,Not at all safe,Complex,IoT,Hardware,Technical,No Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_7JezwAaVCHDN1fG,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Untechnical,No Prevents,25-34,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_7LIEr5Yfdkv1wAx,Maybe would,IoTComplex,Completely safe,Completely safe,Complex,IoT,Hardware,Untechnical,No Prevents,25-34,Male,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,TRUE
R_7LXyOyzRX6LCSF8,Would not,IoTComplex,Not at all safe,Not at all safe,Complex,IoT,Unsubstantial,Untechnical,No Prevents,45+,Male,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE
R_7MtuGHHVedwgxpf,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Technical,No Prevents,35-44,Male,Bachelor or Graduate degree,TRUE,TRUE,TRUE,TRUE,TRUE
R_7Mzfvh0zu6v2gWl,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Untechnical,Prevents,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE
R_7NDEHPqQVEwWJoX,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Untechnical,No Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_7Nn6YR4g9wfxcWt,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Technical,Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_7NypwLnUHaQHZPe,Definitely would,IoTComplex,Completely safe,Completely safe,Complex,IoT,Trust,Technical,No Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,FALSE
R_7OP4JUwUmknxejD,Would not,IoTComplex,Somewhat safe,Not at all safe,Complex,IoT,Trust,Technical,Prevents,18-24,Female NB or SD,High school or below,TRUE,FALSE,TRUE,TRUE,TRUE
R_7OdIUsCOdQNahy6,Maybe would,IoTComplex,Somewhat safe,Completely safe,Complex,IoT,Unsubstantial,Untechnical,Prevents,35-44,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_7OeMZpm0jVaIJtp,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Untechnical,Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_7Orb9GyhHDgTuwC,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Technical,Prevents,35-44,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_7Pc16VGCwQJDhBL,Maybe would,IoTComplex,Somewhat safe,Completely safe,Complex,IoT,Hardware,Untechnical,No Prevents,18-24,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_7Pui6Bp5nQDkSBz,Maybe would,IoTComplex,Completely safe,Somewhat safe,Complex,IoT,Trust,Technical,Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_7RravanmOHr5xWF,Would not,IoTComplex,Not at all safe,Not at all safe,Complex,IoT,Trust,Untechnical,Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,TRUE,FALSE,FALSE,TRUE,FALSE
R_7StiuCeKPvoOP7P,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Untechnical,Prevents,18-24,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_7TvMLZnCn6JuH9P,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Untechnical,Prevents,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_7WJqaSty2tQ1Xug,Would not,IoTComplex,Not at all safe,Not at all safe,Complex,IoT,Unsubstantial,Untechnical,Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_7YD1BBsm7xdnnJJ,Would not,IoTComplex,Not at all safe,Not at all safe,Complex,IoT,Trust,Technical,No Prevents,18-24,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_7cAYIsme5fThQ1b,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Technical,Prevents,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_7eQpZdKLNcFWe5j,Would not,IoTComplex,Not at all safe,Not at all safe,Complex,IoT,Hardware,Technical,Prevents,45+,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_7gjxhmFGohYBGCJ,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Untechnical,No Prevents,18-24,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,TRUE
R_7ib1OESkheRvvEY,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Technical,Prevents,45+,Male,Bachelor or Graduate degree,TRUE,TRUE,TRUE,TRUE,TRUE
R_7idD1ufUhvmyKl3,Maybe would,IoTComplex,Completely safe,Somewhat safe,Complex,IoT,Unsubstantial,Untechnical,Prevents,25-34,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_7im9qXw05tCEBSp,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Untechnical,No Prevents,25-34,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_7isxJTcm2yCLXnS,Maybe would,IoTComplex,Somewhat safe,Completely safe,Complex,IoT,Hardware,Untechnical,Prevents,45+,Male,Bachelor or Graduate degree,FALSE,TRUE,FALSE,TRUE,FALSE
R_7l9mBGkyrHEXgDq,Maybe would,IoTComplex,Completely safe,Completely safe,Complex,IoT,Hardware,Technical,No Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,FALSE
R_7ltYmBXzmLnItae,Would not,IoTComplex,Somewhat safe,Not at all safe,Complex,IoT,Hardware,Technical,No Prevents,18-24,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_7nKtfeDh7UB4LhT,Would not,IoTComplex,Somewhat safe,Completely safe,Complex,IoT,Unsubstantial,Untechnical,Prevents,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_7nML8LiDdckFbzM,Definitely would,IoTComplex,Somewhat safe,Completely safe,Complex,IoT,Hardware,Untechnical,Prevents,18-24,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_7q1MvLK7Rko7t3L,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Technical,Prevents,18-24,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_7qDKectFyYVT8ZP,Definitely would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Technical,No Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,TRUE,TRUE,TRUE,FALSE
R_7rM5n9izZuEF6N9,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Untechnical,Prevents,25-34,Female NB or SD,High school or below,FALSE,TRUE,TRUE,TRUE,TRUE
R_7rdUYKSsy3sEZ3P,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Untechnical,Prevents,45+,Male,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE
R_7rluSxVBkBMj7Uq,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Technical,Prevents,18-24,Female NB or SD,Bachelor or Graduate degree,FALSE,TRUE,TRUE,TRUE,FALSE
R_7sRUx0kmHzTAb68,Would not,IoTComplex,Not at all safe,Somewhat safe,Complex,IoT,Hardware,Technical,Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_7zFUfXSrnUqmBCC,Would not,IoTComplex,Somewhat safe,Not at all safe,Complex,IoT,Hardware,Technical,No Prevents,45+,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_7zN3KmLTlCXqjTk,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Technical,Prevents,45+,Female NB or SD,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE
R_7zNMdn7dafeWTUn,Would not,IoTComplex,Not at all safe,Not at all safe,Complex,IoT,Unsubstantial,Untechnical,No Prevents,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE
