ResponseId,willingness,scenario,safety_post,safety_pre,scenario_complexity,scenario_scenario,EXPLN_S1,EXPLN_S2,EXPLN_S3,age,gender,education,previous_medical_research,medical_job,combined_IoT_Experience,combined_Medical_Experience,combined_CS_Experience
R_5eQYq7OaaCtmPP0,Would not,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Technical,No Prevents,45+,Female NB or SD,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,FALSE
R_5hgt8KddEkcf8GM,Maybe would,MedicalComplex,Completely safe,Completely safe,Complex,Medical,Hardware,Technical,Prevents,25-34,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_5iIjQTEnZRSJdWF,Maybe would,MedicalComplex,Not at all safe,Somewhat safe,Complex,Medical,Trust,Technical,No Prevents,45+,Male,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE
R_5jZL0lk5u7obn5j,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Untechnical,No Prevents,35-44,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_5mJj8dNrnnSbkSp,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Technical,No Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_5msmKp9skDTwfiV,Definitely would,MedicalComplex,Completely safe,Completely safe,Complex,Medical,Unsubstantial,Untechnical,No Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_5n6qGKmHodFADqg,Definitely would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Technical,No Prevents,18-24,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_5pNYuLOmKRC3Ye5,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Untechnical,Prevents,25-34,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_5q7U6vL11IOQUg1,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Untechnical,Prevents,25-34,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_5qeA5rDpsCuN6Oc,Would not,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Untechnical,Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_5r16v3agJL8g9cC,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Untechnical,No Prevents,25-34,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_5rZXIYp9uuRQjWW,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Untechnical,No Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,FALSE
R_5rk2y0lHGXnkQVp,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Technical,Prevents,25-34,Male,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE
R_5rwI4ltUwuEgebC,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Untechnical,No Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,FALSE
R_5s1PobAe1Pbc9QO,Would not,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Technical,Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE
R_5v6Z2Burrav8pv4,Maybe would,MedicalComplex,Completely safe,Completely safe,Complex,Medical,Trust,Untechnical,No Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_5z7grkYQoF33tW9,Would not,MedicalComplex,Somewhat safe,Not at all safe,Complex,Medical,Hardware,Untechnical,Prevents,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE
R_60OGVrBny8Sa4JF,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Untechnical,Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_60PAc33tSeOOzpn,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Technical,No Prevents,25-34,Male,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,FALSE
R_60Y8XxjLL58tyZR,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Technical,Prevents,18-24,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_60qKv7Z4O7GGLiv,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Untechnical,Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_614vEAnRHNj1aUu,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Untechnical,No Prevents,45+,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_61WW68IJQi7axi8,Maybe would,MedicalComplex,Completely safe,Somewhat safe,Complex,Medical,Hardware,Untechnical,No Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE
R_62G42KFDazpbpF5,Maybe would,MedicalComplex,Completely safe,Completely safe,Complex,Medical,Hardware,Untechnical,No Prevents,18-24,Male,High school or below,FALSE,FALSE,TRUE,FALSE,TRUE
R_63BcWe4m0WrHlcJ,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Untechnical,No Prevents,25-34,Male,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE
R_63sfl6B8FFPM2M9,Definitely would,MedicalComplex,Completely safe,Completely safe,Complex,Medical,Hardware,Untechnical,Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_649zPYu0NTYt1Ch,Would not,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Untechnical,No Prevents,35-44,Male,Bachelor or Graduate degree,TRUE,FALSE,FALSE,TRUE,TRUE
R_64HkTjAVVRiHku5,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Technical,No Prevents,18-24,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_65TS7u42BidpYMb,Maybe would,MedicalComplex,Somewhat safe,Completely safe,Complex,Medical,Trust,Technical,Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_69sldsTww1fiyOh,Maybe would,MedicalComplex,Completely safe,Somewhat safe,Complex,Medical,Trust,Untechnical,No Prevents,45+,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_6AF79SpUtgBc1X3,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Untechnical,Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_6Avm5PtXQQJeNm9,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Untechnical,No Prevents,25-34,Male,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE
R_6BbKgTP0fPO1tSu,Maybe would,MedicalComplex,Not at all safe,Somewhat safe,Complex,Medical,Trust,Technical,Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_6CWeQAEJAAx6uRi,Would not,MedicalComplex,Not at all safe,Somewhat safe,Complex,Medical,Unsubstantial,Untechnical,Prevents,25-34,Prefer not to say,Prefer not to say,FALSE,FALSE,TRUE,FALSE,FALSE
R_6CxWiol3O6GiiTA,Would not,MedicalComplex,Not at all safe,Not at all safe,Complex,Medical,Hardware,Technical,Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_6EsJK0gECsfTVPk,Would not,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Technical,No Prevents,25-34,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_6F3MJHSLZBhGwO5,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Technical,No Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_6LCdBuhofbHagOr,Would not,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Technical,Prevents,45+,Male,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,TRUE
R_6MGTD189zL5JnFh,Definitely would,MedicalComplex,Completely safe,Completely safe,Complex,Medical,Trust,Technical,Prevents,45+,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_6Nf5Tz4f3PNCUVA,Would not,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Technical,No Prevents,45+,Male,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE
R_6Nh50bmZSZGiZjo,Definitely would,MedicalComplex,Somewhat safe,Completely safe,Complex,Medical,Hardware,Untechnical,No Prevents,35-44,Male,High school or below,TRUE,FALSE,TRUE,TRUE,FALSE
R_6OjGbDFuN2xQ0Pi,Would not,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Technical,No Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_6QrFNlk6315MGw4,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Technical,Prevents,35-44,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_6TX4vEhzHz1CkH7,Maybe would,MedicalComplex,Completely safe,Completely safe,Complex,Medical,Trust,Untechnical,Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,TRUE
R_6TlqRCQvwkc0RZD,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Technical,No Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_6VxBhftI46zCaIM,Would not,MedicalComplex,Somewhat safe,Not at all safe,Complex,Medical,Hardware,Technical,No Prevents,45+,Male,Bachelor or Graduate degree,FALSE,TRUE,FALSE,TRUE,TRUE
R_6cQlgLqUGVFHinf,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Technical,No Prevents,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_6eJ0Xnj5vB818St,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Untechnical,No Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,TRUE,TRUE,TRUE,TRUE
R_6ivgHix2AxgSYql,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Untechnical,Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_6jJ5OplO10oOfjx,Definitely would,MedicalComplex,Somewhat safe,Completely safe,Complex,Medical,Trust,Technical,Prevents,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_6kWPuLu4KIzMx5n,Definitely would,MedicalComplex,Completely safe,Completely safe,Complex,Medical,Hardware,Technical,No Prevents,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_6mK7lKOFUDs35Ia,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Technical,No Prevents,45+,Female NB or SD,High school or below,TRUE,FALSE,TRUE,TRUE,FALSE
R_6nVFYpV0TFumzCj,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Untechnical,Prevents,45+,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_6oxq0RzEkQbcpq1,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Technical,Prevents,18-24,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_6pJpXRa0N4MNCwr,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Technical,No Prevents,18-24,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_6pMihip2gvWByZE,Definitely would,MedicalComplex,Somewhat safe,Completely safe,Complex,Medical,Trust,Technical,Prevents,25-34,Male,Bachelor or Graduate degree,TRUE,TRUE,TRUE,TRUE,FALSE
R_6qqRCVnmRGcRAar,Would not,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Technical,Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_6ruEloTJwgmS2ym,Would not,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Untechnical,Prevents,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,TRUE
R_6saNu6lNoUm2i2f,Definitely would,MedicalComplex,Somewhat safe,Completely safe,Complex,Medical,Hardware,Technical,No Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_6toA7Bt3TlZl6Q9,Definitely would,MedicalComplex,Completely safe,Completely safe,Complex,Medical,Hardware,Untechnical,No Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_6wNVdDQjSYAcZac,Maybe would,MedicalComplex,Not at all safe,Not at all safe,Complex,Medical,Trust,Technical,Prevents,25-34,Male,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,TRUE
R_70UPQh8SKevGQN8,Maybe would,MedicalComplex,Completely safe,Completely safe,Complex,Medical,Unsubstantial,Untechnical,No Prevents,18-24,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_72RVfy94iFgyB69,Definitely would,MedicalComplex,Completely safe,Completely safe,Complex,Medical,Unsubstantial,Untechnical,Prevents,45+,Female NB or SD,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,TRUE
R_72mMEGi2XxyYFYr,Would not,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Technical,No Prevents,45+,Female NB or SD,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE
R_73fjFzkgUeEOmFc,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Technical,Prevents,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,TRUE,FALSE,TRUE,FALSE
R_77wqLLCaQmmADqp,Would not,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Technical,No Prevents,45+,Male,Bachelor or Graduate degree,TRUE,TRUE,FALSE,TRUE,TRUE
R_7BqVUaLp7duVeWH,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Untechnical,No Prevents,35-44,Male,High school or below,FALSE,FALSE,TRUE,FALSE,TRUE
R_7E5ivAIrluCdIfT,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Untechnical,Prevents,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_7FQbZ79xiwV5gkH,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Technical,Prevents,35-44,Male,Prefer not to say,FALSE,FALSE,TRUE,FALSE,FALSE
R_7FS0kMKZ2zHJ2vf,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Technical,No Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_7GfzXGpIUq96GV4,Maybe would,MedicalComplex,Not at all safe,Somewhat safe,Complex,Medical,Trust,Technical,Prevents,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_7Gkrr5qGCL6cMB2,Would not,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Untechnical,Prevents,45+,Male,Bachelor or Graduate degree,FALSE,TRUE,FALSE,TRUE,TRUE
R_7Gyqz2vhaJMqk6J,Would not,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Technical,No Prevents,18-24,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_7Hqe7JPGG7cNPli,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Untechnical,No Prevents,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_7IQ31CAJ3Gg5Ca9,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Untechnical,No Prevents,18-24,Female NB or SD,Bachelor or Graduate degree,FALSE,TRUE,TRUE,TRUE,FALSE
R_7In53kUmQfUZxlL,Would not,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Technical,Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_7JezwAaVCHDN1fG,Definitely would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Untechnical,No Prevents,25-34,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_7LXyOyzRX6LCSF8,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Untechnical,No Prevents,45+,Male,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE
R_7Mzfvh0zu6v2gWl,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Untechnical,Prevents,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE
R_7Nn6YR4g9wfxcWt,Would not,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Technical,Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_7NnZ85sz7zG6G2d,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Untechnical,Prevents,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_7NypwLnUHaQHZPe,Definitely would,MedicalComplex,Completely safe,Completely safe,Complex,Medical,Trust,Technical,No Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,FALSE
R_7OP4JUwUmknxejD,Would not,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Technical,Prevents,18-24,Female NB or SD,High school or below,TRUE,FALSE,TRUE,TRUE,TRUE
R_7OPJoJmvKnfHP1P,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Untechnical,Prevents,35-44,Female NB or SD,High school or below,FALSE,TRUE,TRUE,TRUE,FALSE
R_7OeMZpm0jVaIJtp,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Untechnical,Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_7Pc16VGCwQJDhBL,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Untechnical,No Prevents,18-24,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_7Pui6Bp5nQDkSBz,Definitely would,MedicalComplex,Completely safe,Completely safe,Complex,Medical,Trust,Technical,Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_7R95JRyBdAeHxHm,Would not,MedicalComplex,Not at all safe,Somewhat safe,Complex,Medical,Trust,Technical,No Prevents,18-24,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_7RravanmOHr5xWF,Would not,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Untechnical,Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,TRUE,FALSE,FALSE,TRUE,FALSE
R_7U3BpwJHfcfJBb4,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Untechnical,No Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_7Uat5tqsB4mYK2d,Maybe would,MedicalComplex,Not at all safe,Not at all safe,Complex,Medical,Trust,Technical,Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_7YBqotTKWRZ8IdX,Definitely would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Technical,No Prevents,45+,Male,High school or below,TRUE,FALSE,TRUE,TRUE,FALSE
R_7YD1BBsm7xdnnJJ,Would not,MedicalComplex,Somewhat safe,Not at all safe,Complex,Medical,Trust,Technical,No Prevents,18-24,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_7bmmc8iFdjRTBAZ,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Untechnical,Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_7cAYIsme5fThQ1b,Definitely would,MedicalComplex,Completely safe,Completely safe,Complex,Medical,Unsubstantial,Technical,Prevents,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_7dMn5oIqIXYYHy1,Definitely would,MedicalComplex,Completely safe,Completely safe,Complex,Medical,Trust,Technical,No Prevents,45+,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_7doXkIdkVUwF0ss,Would not,MedicalComplex,Completely safe,Completely safe,Complex,Medical,Unsubstantial,Untechnical,No Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_7eEG0rmAHGZb0Si,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Untechnical,No Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,TRUE,FALSE,TRUE,FALSE
R_7eQpZdKLNcFWe5j,Would not,MedicalComplex,Not at all safe,Not at all safe,Complex,Medical,Hardware,Technical,Prevents,45+,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_7fTc2YkUcCrmQda,Would not,MedicalComplex,Not at all safe,Not at all safe,Complex,Medical,Trust,Untechnical,No Prevents,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_7fcrsLInuqF698A,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Technical,Prevents,45+,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_7ib1OESkheRvvEY,Definitely would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Technical,Prevents,45+,Male,Bachelor or Graduate degree,TRUE,TRUE,TRUE,TRUE,TRUE
R_7l66QOldk1iCe2P,Maybe would,MedicalComplex,Not at all safe,Somewhat safe,Complex,Medical,Hardware,Untechnical,Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_7l9mBGkyrHEXgDq,Definitely would,MedicalComplex,Completely safe,Completely safe,Complex,Medical,Hardware,Technical,No Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,FALSE
R_7m8iDY5Vl060hLm,Would not,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Untechnical,No Prevents,25-34,Male,High school or below,FALSE,FALSE,TRUE,FALSE,TRUE
R_7o53NTxwq0OQRb4,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Technical,No Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_7pR67Wh8tWI8YgF,Maybe would,MedicalComplex,Completely safe,Completely safe,Complex,Medical,Unsubstantial,Technical,Prevents,18-24,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_7q1MvLK7Rko7t3L,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Technical,Prevents,18-24,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_7qDKectFyYVT8ZP,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Technical,No Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,TRUE,TRUE,TRUE,FALSE
R_7rdUYKSsy3sEZ3P,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Untechnical,Prevents,45+,Male,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE
R_7t3TD4LxpOf1Fq0,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Untechnical,Prevents,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_7wRJ91Nxt1kqusN,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Untechnical,No Prevents,18-24,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_7wnsiRhkmVvaZCM,Would not,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Technical,Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_7zFUfXSrnUqmBCC,Would not,MedicalComplex,Not at all safe,Not at all safe,Complex,Medical,Hardware,Technical,No Prevents,45+,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_7zN3KmLTlCXqjTk,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Technical,Prevents,45+,Female NB or SD,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE
R_7zyllKYlx5ahuIF,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Untechnical,No Prevents,18-24,Male,Bachelor or Graduate degree,FALSE,TRUE,TRUE,TRUE,TRUE
